"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 11 23:31:42 UTC 2026","Sat Jul 11 23:32:25 UTC 2026","43055","","Tests","firstTest","","","TC001 - Should open and close the application",""
